index,ZIPCODE,AGE,EJECTION,DRIVER_ACTION,BAC_RESULT,UNIT_TYPE,VEHICLE_YEAR,VEHICLE_TYPE,TRAVEL_DIRECTION,MANEUVER,FIRST_CONTACT_POINT,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,STREET_DIRECTION,NUM_UNITS,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,CRASH_YEAR,FATAL_DEGREE,SEX,INTERSECTION_RELATED,HIT_AND_RUN,REPORTYPE,DAMAGE_COST,FATAL_COND
53,60647,23.0,0.0,0.0,0.0,1,2010.0,-1,3,-1,1.0,30,1,1,1,2,2,7,1,1,0,3,2,20,4,4,2020,1.0,0,1,1,1,2,4
54,60647,23.0,0.0,0.0,0.0,1,2004.0,1,2,2,3.0,30,1,1,1,2,2,7,1,1,0,3,2,20,4,4,2020,1.0,0,1,1,1,2,4
55,60647,36.0,-1.0,3.0,0.0,1,2010.0,-1,3,-1,1.0,30,1,1,1,2,2,7,1,1,0,3,2,20,4,4,2020,1.0,0,1,1,1,2,4
56,60647,36.0,-1.0,3.0,0.0,1,2004.0,1,2,2,3.0,30,1,1,1,2,2,7,1,1,0,3,2,20,4,4,2020,1.0,0,1,1,1,2,4
176,60617,47.0,0.0,0.0,0.0,1,2009.0,1,2,1,7.0,25,2,1,1,1,7,1,1,1,0,4,2,17,5,4,2020,0.0,0,1,1,1,1,3
347,60193,50.0,0.0,0.0,0.0,1,2020.0,1,1,1,1.0,35,1,1,1,1,3,0,1,1,0,3,3,13,6,4,2020,0.0,1,1,0,1,2,3
348,60193,50.0,0.0,0.0,0.0,1,2015.0,1,1,1,2.0,35,1,1,1,1,3,0,1,1,0,3,3,13,6,4,2020,0.0,1,1,0,1,2,3
349,60193,50.0,0.0,0.0,0.0,1,1999.0,1,1,1,2.0,35,1,1,1,1,3,0,1,1,0,3,3,13,6,4,2020,0.0,1,1,0,1,2,3
350,60153,50.0,0.0,0.0,0.0,1,2020.0,1,1,1,1.0,35,1,1,1,1,3,0,1,1,0,3,3,13,6,4,2020,0.0,1,1,0,1,2,3
351,60153,50.0,0.0,0.0,0.0,1,2015.0,1,1,1,2.0,35,1,1,1,1,3,0,1,1,0,3,3,13,6,4,2020,0.0,1,1,0,1,2,3
352,60153,50.0,0.0,0.0,0.0,1,1999.0,1,1,1,2.0,35,1,1,1,1,3,0,1,1,0,3,3,13,6,4,2020,0.0,1,1,0,1,2,3
424,60622,36.9,-1.0,-1.0,-1.0,1,2011.0,-1,4,-1,1.0,30,2,1,1,3,5,7,1,-1,-1,2,2,2,7,4,2020,2.0,0,1,1,1,1,4
426,60622,38.0,-1.0,12.0,0.0,1,2011.0,-1,4,-1,1.0,30,2,1,1,3,5,7,1,-1,-1,2,2,2,7,4,2020,2.0,1,1,1,1,1,0
442,60622,36.9,0.0,-1.0,0.0,1,2019.0,1,4,2,10.0,30,1,1,1,1,2,1,1,1,0,2,2,15,6,4,2020,2.0,0,1,1,1,3,4
443,60609,29.0,0.0,0.0,0.0,1,2011.0,-1,6,1,-1.0,30,1,1,1,1,2,1,1,1,0,2,2,15,6,4,2020,2.0,0,1,1,1,3,4
444,60609,29.0,0.0,0.0,0.0,1,2019.0,1,4,2,10.0,30,1,1,1,1,2,1,1,1,0,2,2,15,6,4,2020,2.0,0,1,1,1,3,4
479,60649,22.0,0.0,2.0,0.0,1,2011.0,1,1,1,-1.0,30,1,1,1,1,5,1,1,1,0,1,2,7,4,4,2020,2.0,1,1,1,0,2,4
481,60617,53.0,-1.0,12.0,0.0,1,2011.0,1,1,1,-1.0,30,1,1,1,1,5,1,1,1,0,1,2,7,4,4,2020,2.0,1,1,1,0,2,0
752,60630,25.0,0.0,0.0,0.0,1,2019.0,1,3,1,5.0,30,1,1,1,1,1,2,1,1,0,2,2,8,1,4,2020,0.0,0,1,1,1,3,4
860,60620,19.0,0.0,0.0,0.0,1,2005.0,1,2,1,8.0,30,2,1,1,1,1,0,1,1,0,1,2,22,1,4,2020,0.0,1,1,1,1,3,4
1083,60482,29.0,0.0,0.0,0.0,1,2006.0,1,1,1,6.0,30,2,1,1,3,1,1,1,2,0,2,3,3,3,4,2020,1.0,1,1,1,1,3,4
1084,60482,29.0,0.0,0.0,0.0,2,2012.0,1,4,5,2.0,30,2,1,1,3,1,1,1,2,0,2,3,3,3,4,2020,1.0,1,1,1,1,3,4
1085,60482,29.0,0.0,0.0,0.0,1,2001.0,1,4,1,4.0,30,2,1,1,3,1,1,1,2,0,2,3,3,3,4,2020,1.0,1,1,1,1,3,4
1089,60618,36.0,0.0,2.0,0.0,1,2006.0,1,1,1,6.0,30,2,1,1,3,1,1,1,2,0,2,3,3,3,4,2020,1.0,1,1,1,1,3,4
1090,60618,36.0,0.0,2.0,0.0,2,2012.0,1,4,5,2.0,30,2,1,1,3,1,1,1,2,0,2,3,3,3,4,2020,1.0,1,1,1,1,3,4
1091,60618,36.0,0.0,2.0,0.0,1,2001.0,1,4,1,4.0,30,2,1,1,3,1,1,1,2,0,2,3,3,3,4,2020,1.0,1,1,1,1,3,4
1105,60618,36.9,0.0,2.0,0.0,1,2011.0,2,4,4,4.0,35,1,-1,1,1,5,1,1,2,0,2,2,8,3,4,2020,2.0,0,1,1,1,1,4
1107,60068,21.0,-1.0,12.0,0.0,1,2011.0,2,4,4,4.0,35,1,-1,1,1,5,1,1,2,0,2,2,8,3,4,2020,2.0,0,1,1,1,1,0
1128,60617,49.0,0.0,0.0,0.0,1,2019.0,1,3,1,11.0,30,1,1,1,1,4,0,1,1,0,1,2,17,2,4,2020,0.0,0,1,1,0,2,3
1348,60638,36.0,0.0,2.0,0.0,1,2016.0,1,3,1,1.0,30,1,1,1,1,3,3,1,1,0,1,3,12,2,4,2020,1.0,1,1,1,1,3,4
1349,60638,36.0,0.0,2.0,0.0,1,1994.0,1,3,3,2.0,30,1,1,1,1,3,3,1,1,0,1,3,12,2,4,2020,1.0,1,1,1,1,3,4
1350,60638,36.0,0.0,2.0,0.0,1,2002.0,1,3,3,2.0,30,1,1,1,1,3,3,1,1,0,1,3,12,2,4,2020,1.0,1,1,1,1,3,4
1351,60638,33.0,0.0,0.0,0.0,1,2016.0,1,3,1,1.0,30,1,1,1,1,3,3,1,1,0,1,3,12,2,4,2020,1.0,1,1,1,1,3,4
1352,60638,33.0,0.0,0.0,0.0,1,1994.0,1,3,3,2.0,30,1,1,1,1,3,3,1,1,0,1,3,12,2,4,2020,1.0,1,1,1,1,3,4
1353,60638,33.0,0.0,0.0,0.0,1,2002.0,1,3,3,2.0,30,1,1,1,1,3,3,1,1,0,1,3,12,2,4,2020,1.0,1,1,1,1,3,4
1354,60638,60.0,0.0,0.0,0.0,1,2016.0,1,3,1,1.0,30,1,1,1,1,3,3,1,1,0,1,3,12,2,4,2020,1.0,1,1,1,1,3,4
1355,60638,60.0,0.0,0.0,0.0,1,1994.0,1,3,3,2.0,30,1,1,1,1,3,3,1,1,0,1,3,12,2,4,2020,1.0,1,1,1,1,3,4
1356,60638,60.0,0.0,0.0,0.0,1,2002.0,1,3,3,2.0,30,1,1,1,1,3,3,1,1,0,1,3,12,2,4,2020,1.0,1,1,1,1,3,4
1396,60637,46.0,0.0,12.0,0.0,1,2014.0,2,3,10,2.0,30,1,1,1,5,8,3,1,1,0,2,2,20,3,4,2020,0.0,0,1,0,0,2,3
1397,60637,46.0,0.0,12.0,0.0,2,2014.0,2,2,5,5.0,30,1,1,1,5,8,3,1,1,0,2,2,20,3,4,2020,0.0,0,1,0,0,2,3
1469,60618,31.0,0.0,7.0,0.0,1,2018.0,2,4,6,6.0,30,1,1,1,1,2,3,1,1,0,4,2,7,5,4,2020,2.0,1,1,0,1,3,4
1470,60618,31.0,0.0,7.0,0.0,1,2015.0,8,8,2,5.0,30,1,1,1,1,2,3,1,1,0,4,2,7,5,4,2020,2.0,1,1,0,1,3,4
1471,31907,56.0,0.0,0.0,0.0,1,2018.0,2,4,6,6.0,30,1,1,1,1,2,3,1,1,0,4,2,7,5,4,2020,2.0,1,1,0,1,3,4
1472,31907,56.0,0.0,0.0,0.0,1,2015.0,8,8,2,5.0,30,1,1,1,1,2,3,1,1,0,4,2,7,5,4,2020,2.0,1,1,0,1,3,4
1521,60618,26.0,0.0,2.0,0.0,1,2011.0,1,3,1,3.0,30,1,1,1,1,5,1,1,1,0,1,2,14,5,4,2020,2.0,1,1,0,1,1,4
1523,60618,53.0,-1.0,0.0,2.0,1,2011.0,1,3,1,3.0,30,1,1,1,1,5,1,1,1,0,1,2,14,5,4,2020,2.0,0,1,0,1,1,0
1536,60618,38.0,0.0,3.0,0.0,1,2012.0,1,1,1,1.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,3.0,1,1,1,1,3,4
1537,60618,38.0,0.0,3.0,0.0,1,2016.0,2,4,1,4.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,3.0,1,1,1,1,3,4
1538,60618,38.0,0.0,3.0,0.0,1,2018.0,1,4,1,3.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,3.0,1,1,1,1,3,4
1539,60618,38.0,0.0,3.0,0.0,1,2006.0,5,3,3,5.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,3.0,1,1,1,1,3,4
1540,60628,52.0,0.0,0.0,0.0,1,2012.0,1,1,1,1.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,3.0,0,1,1,1,3,4
1541,60628,52.0,0.0,0.0,0.0,1,2016.0,2,4,1,4.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,3.0,0,1,1,1,3,4
1542,60628,52.0,0.0,0.0,0.0,1,2018.0,1,4,1,3.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,3.0,0,1,1,1,3,4
1543,60628,52.0,0.0,0.0,0.0,1,2006.0,5,3,3,5.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,3.0,0,1,1,1,3,4
1544,60643,31.0,0.0,0.0,0.0,1,2012.0,1,1,1,1.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,3.0,0,1,1,1,3,4
1545,60643,31.0,0.0,0.0,0.0,1,2016.0,2,4,1,4.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,3.0,0,1,1,1,3,4
1546,60643,31.0,0.0,0.0,0.0,1,2018.0,1,4,1,3.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,3.0,0,1,1,1,3,4
1547,60643,31.0,0.0,0.0,0.0,1,2006.0,5,3,3,5.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,3.0,0,1,1,1,3,4
1548,60429,44.0,0.0,0.0,-1.0,1,2012.0,1,1,1,1.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,3.0,0,1,1,1,3,4
1549,60429,44.0,0.0,0.0,-1.0,1,2016.0,2,4,1,4.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,3.0,0,1,1,1,3,4
1550,60429,44.0,0.0,0.0,-1.0,1,2018.0,1,4,1,3.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,3.0,0,1,1,1,3,4
1551,60429,44.0,0.0,0.0,-1.0,1,2006.0,5,3,3,5.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,3.0,0,1,1,1,3,4
1857,60609,36.9,0.0,3.0,0.0,1,2011.0,1,1,1,3.0,30,1,-1,1,2,1,1,1,1,-1,1,2,0,7,4,2020,2.0,0,1,1,1,3,4
1858,60609,36.9,0.0,3.0,0.0,1,2018.0,1,2,1,1.0,30,1,-1,1,2,1,1,1,1,-1,1,2,0,7,4,2020,2.0,0,1,1,1,3,4
1859,60639,42.0,0.0,-1.0,0.0,1,2011.0,1,1,1,3.0,30,1,-1,1,2,1,1,1,1,-1,1,2,0,7,4,2020,2.0,1,1,1,1,3,4
1860,60639,42.0,0.0,-1.0,0.0,1,2018.0,1,2,1,1.0,30,1,-1,1,2,1,1,1,1,-1,1,2,0,7,4,2020,2.0,1,1,1,1,3,4
2835,60609,53.0,-1.0,0.0,0.0,1,2011.0,1,4,2,5.0,30,1,1,1,2,5,1,1,1,0,1,2,21,3,4,2020,2.0,0,1,1,1,1,0
3301,60640,36.9,-1.0,1.0,0.0,1,2004.0,1,3,1,3.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,2.0,0,1,1,0,3,4
3302,60640,36.9,-1.0,1.0,0.0,1,2004.0,-1,4,8,1.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,2.0,0,1,1,0,3,4
3303,60640,36.9,-1.0,1.0,0.0,1,2004.0,1,3,1,3.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,2.0,0,1,1,0,3,4
3304,60465,28.0,0.0,0.0,0.0,1,2011.0,-1,4,8,1.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,2.0,1,1,1,0,3,4
3305,60465,28.0,0.0,0.0,0.0,1,2004.0,1,3,1,3.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,2.0,1,1,1,0,3,4
3306,60465,28.0,0.0,0.0,0.0,1,2004.0,-1,4,8,1.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,2.0,1,1,1,0,3,4
3307,60465,28.0,0.0,0.0,0.0,1,2004.0,1,3,1,3.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,2.0,1,1,1,0,3,4
3309,60640,36.9,-1.0,1.0,0.0,1,2004.0,1,3,1,3.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,2.0,0,1,1,0,3,4
3310,60640,36.9,-1.0,1.0,0.0,1,2004.0,-1,4,8,1.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,2.0,0,1,1,0,3,4
3311,60640,36.9,-1.0,1.0,0.0,1,2004.0,1,3,1,3.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,2.0,0,1,1,0,3,4
3312,60465,28.0,0.0,0.0,0.0,1,2011.0,-1,4,8,1.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,2.0,1,1,1,0,3,4
3313,60465,28.0,0.0,0.0,0.0,1,2004.0,1,3,1,3.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,2.0,1,1,1,0,3,4
3314,60465,28.0,0.0,0.0,0.0,1,2004.0,-1,4,8,1.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,2.0,1,1,1,0,3,4
3315,60465,28.0,0.0,0.0,0.0,1,2004.0,1,3,1,3.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,2.0,1,1,1,0,3,4
3473,60617,27.0,0.0,2.0,0.0,1,2010.0,2,-1,-1,-1.0,30,2,1,1,2,5,4,1,1,0,4,2,3,4,4,2020,3.0,1,1,1,0,1,4
3475,60617,24.0,-1.0,0.0,0.0,1,2010.0,2,-1,-1,-1.0,30,2,1,1,2,5,4,1,1,0,4,2,3,4,4,2020,3.0,0,1,1,0,1,0
3764,0,36.0,0.0,3.0,0.0,1,2010.0,1,3,-1,-1.0,30,2,1,1,1,1,1,1,1,0,4,2,17,4,4,2020,1.0,0,1,1,1,3,4
3765,0,36.0,0.0,3.0,0.0,1,2016.0,1,2,1,1.0,30,2,1,1,1,1,1,1,1,0,4,2,17,4,4,2020,1.0,0,1,1,1,3,4
3766,90038,51.0,0.0,0.0,0.0,1,2010.0,1,3,-1,-1.0,30,2,1,1,1,1,1,1,1,0,4,2,17,4,4,2020,1.0,1,1,1,1,3,4
3767,90038,51.0,0.0,0.0,0.0,1,2016.0,1,2,1,1.0,30,2,1,1,1,1,1,1,1,0,4,2,17,4,4,2020,1.0,1,1,1,1,3,4
3881,0,36.9,0.0,4.0,0.0,1,2018.0,-1,2,1,1.0,30,1,0,1,1,3,2,1,1,0,4,2,10,7,4,2020,2.0,0,1,1,1,2,4
3882,0,36.9,0.0,4.0,0.0,1,2016.0,1,2,1,2.0,30,1,0,1,1,3,2,1,1,0,4,2,10,7,4,2020,2.0,0,1,1,1,2,4
3883,60586,60.0,0.0,0.0,0.0,1,2018.0,-1,2,1,1.0,30,1,0,1,1,3,2,1,1,0,4,2,10,7,4,2020,2.0,0,1,1,1,2,4
3884,60586,60.0,0.0,0.0,0.0,1,2016.0,1,2,1,2.0,30,1,0,1,1,3,2,1,1,0,4,2,10,7,4,2020,2.0,0,1,1,1,2,4
4232,0,36.9,0.0,5.0,0.0,1,2014.0,2,2,2,3.0,30,1,1,1,1,5,1,1,1,0,3,2,8,5,4,2020,2.0,0,1,1,0,1,4
4234,60660,70.0,-1.0,0.0,0.0,1,2014.0,2,2,2,3.0,30,1,1,1,1,5,1,1,1,0,3,2,8,5,4,2020,2.0,0,1,1,0,1,0
4435,60629,33.0,0.0,0.0,0.0,1,2013.0,2,2,1,5.0,30,0,0,1,1,1,4,1,1,0,2,2,11,5,4,2020,0.0,1,0,1,1,3,3
4640,0,36.9,0.0,1.0,0.0,1,2011.0,8,4,7,-1.0,30,0,0,1,1,4,0,1,1,0,2,2,9,6,4,2020,2.0,1,1,1,1,3,4
4641,0,36.9,0.0,1.0,0.0,1,2019.0,1,4,1,3.0,30,0,0,1,1,4,0,1,1,0,2,2,9,6,4,2020,2.0,1,1,1,1,3,4
4642,60501,60.0,0.0,0.0,0.0,1,2011.0,8,4,7,-1.0,30,0,0,1,1,4,0,1,1,0,2,2,9,6,4,2020,2.0,0,1,1,1,3,4
4643,60501,60.0,0.0,0.0,0.0,1,2019.0,1,4,1,3.0,30,0,0,1,1,4,0,1,1,0,2,2,9,6,4,2020,2.0,0,1,1,1,3,4
4977,60171,23.0,0.0,-1.0,0.0,1,2017.0,2,2,1,1.0,30,1,1,1,1,9,4,1,1,0,2,2,18,6,4,2020,3.0,0,1,0,1,2,4
4979,60619,18.0,0.0,0.0,0.0,1,2017.0,2,2,1,1.0,30,1,1,1,1,9,4,1,1,0,2,2,18,6,4,2020,3.0,1,1,0,1,2,2
4988,60651,51.0,0.0,0.0,0.0,1,2006.0,2,2,3,2.0,30,1,1,1,2,3,2,1,1,0,2,2,20,6,4,2020,0.0,1,1,1,0,3,3
5197,60634,15.0,0.0,2.0,0.0,1,2004.0,1,1,1,1.0,25,3,1,1,1,3,1,1,1,0,2,3,9,1,4,2020,0.0,1,1,0,1,3,4
5198,60634,15.0,0.0,2.0,0.0,1,2005.0,1,1,1,6.0,25,3,1,1,1,3,1,1,1,0,2,3,9,1,4,2020,0.0,1,1,0,1,3,4
5199,60634,15.0,0.0,2.0,0.0,2,2015.0,1,2,5,7.0,25,3,1,1,1,3,1,1,1,0,2,3,9,1,4,2020,0.0,1,1,0,1,3,4
5200,60634,36.0,0.0,0.0,0.0,1,2004.0,1,1,1,1.0,25,3,1,1,1,3,1,1,1,0,2,3,9,1,4,2020,0.0,1,1,0,1,3,4
5201,60634,36.0,0.0,0.0,0.0,1,2005.0,1,1,1,6.0,25,3,1,1,1,3,1,1,1,0,2,3,9,1,4,2020,0.0,1,1,0,1,3,4
5202,60634,36.0,0.0,0.0,0.0,2,2015.0,1,2,5,7.0,25,3,1,1,1,3,1,1,1,0,2,3,9,1,4,2020,0.0,1,1,0,1,3,4
5232,60637,30.0,0.0,0.0,0.0,1,2020.0,1,2,3,1.0,35,1,1,1,1,2,1,1,1,0,4,2,14,7,4,2020,0.0,1,1,1,1,3,3
5238,60649,28.0,0.0,0.0,0.0,1,1999.0,1,1,2,1.0,30,1,1,1,2,2,1,1,1,0,4,2,20,1,4,2020,0.0,0,1,1,1,2,3
5509,60660,40.0,1.0,-1.0,0.0,1,2011.0,-1,-1,-1,-1.0,30,0,0,1,1,9,-1,1,1,0,2,2,19,7,4,2020,2.0,0,0,1,1,1,2
5685,60632,25.0,0.0,0.0,0.0,1,2016.0,1,1,1,3.0,30,1,1,4,1,2,1,1,2,0,1,2,10,6,4,2020,0.0,0,1,1,1,3,3
5883,60639,37.0,0.0,0.0,0.0,1,2017.0,1,4,1,4.0,30,0,0,1,1,1,0,1,1,0,2,2,14,7,4,2020,3.0,1,1,1,1,3,4
5884,60639,37.0,0.0,0.0,0.0,1,2010.0,1,3,1,-1.0,30,0,0,1,1,1,0,1,1,0,2,2,14,7,4,2020,3.0,1,1,1,1,3,4
5885,60639,38.0,0.0,5.0,0.0,1,2017.0,1,4,1,4.0,30,0,0,1,1,1,0,1,1,0,2,2,14,7,4,2020,3.0,0,1,1,1,3,4
5886,60639,38.0,0.0,5.0,0.0,1,2010.0,1,3,1,-1.0,30,0,0,1,1,1,0,1,1,0,2,2,14,7,4,2020,3.0,0,1,1,1,3,4
5897,60639,36.0,0.0,3.0,0.0,1,2004.0,1,4,1,10.0,35,2,1,1,1,1,1,1,1,0,1,2,14,1,4,2020,1.0,1,1,1,1,3,4
5898,60639,36.0,0.0,3.0,0.0,1,2014.0,1,1,1,1.0,35,2,1,1,1,1,1,1,1,0,1,2,14,1,4,2020,1.0,1,1,1,1,3,4
5899,60637,19.0,0.0,0.0,0.0,1,2004.0,1,4,1,10.0,35,2,1,1,1,1,1,1,1,0,1,2,14,1,4,2020,1.0,0,1,1,1,3,4
5900,60637,19.0,0.0,0.0,0.0,1,2014.0,1,1,1,1.0,35,2,1,1,1,1,1,1,1,0,1,2,14,1,4,2020,1.0,0,1,1,1,3,4
6168,60620,36.0,0.0,3.0,0.0,1,2001.0,3,3,1,1.0,35,2,1,1,1,6,0,1,1,-1,2,2,17,1,4,2020,1.0,1,1,1,1,1,4
6169,60644,25.0,0.0,0.0,0.0,1,2010.0,1,1,1,1.0,35,2,1,1,1,6,0,1,1,-1,2,2,17,1,4,2020,1.0,0,1,1,1,1,4
6170,60644,25.0,0.0,0.0,0.0,1,2001.0,3,3,1,1.0,35,2,1,1,1,6,0,1,1,-1,2,2,17,1,4,2020,1.0,0,1,1,1,1,4
6311,60659,28.0,0.0,6.0,0.0,1,2011.0,1,3,1,1.0,30,1,1,1,1,2,0,1,1,0,2,2,9,2,4,2020,3.0,1,1,1,1,3,4
6312,60659,28.0,0.0,6.0,0.0,1,2016.0,1,1,2,8.0,30,1,1,1,1,2,0,1,1,0,2,2,9,2,4,2020,3.0,1,1,1,1,3,4
6313,60624,66.0,0.0,0.0,0.0,1,2011.0,1,3,1,1.0,30,1,1,1,1,2,0,1,1,0,2,2,9,2,4,2020,3.0,0,1,1,1,3,4
6314,60624,66.0,0.0,0.0,0.0,1,2016.0,1,1,2,8.0,30,1,1,1,1,2,0,1,1,0,2,2,9,2,4,2020,3.0,0,1,1,1,3,4
6372,60624,36.9,0.0,2.0,0.0,1,2011.0,1,3,2,3.0,30,1,1,1,1,5,1,1,1,0,1,2,11,3,4,2020,2.0,0,1,1,1,1,4
6374,60624,31.0,-1.0,0.0,0.0,1,2011.0,1,3,2,3.0,30,1,1,1,1,5,1,1,1,0,1,2,11,3,4,2020,2.0,0,1,1,1,1,0
6557,60632,42.0,0.0,0.0,0.0,1,2010.0,3,3,1,6.0,30,2,1,1,3,1,3,1,1,0,1,2,3,2,4,2020,0.0,1,1,1,0,3,3
6727,60623,41.0,-1.0,1.0,0.0,1,2010.0,2,4,1,-1.0,30,1,1,1,4,5,1,1,1,-1,2,2,18,2,4,2020,3.0,1,1,1,1,1,0
6769,60609,53.0,0.0,0.0,0.0,1,1998.0,1,3,1,4.0,30,2,1,1,2,1,2,1,1,0,1,2,20,2,4,2020,0.0,1,1,1,1,2,3
6776,60609,36.0,0.0,4.0,0.0,1,2010.0,4,4,1,1.0,35,1,1,1,2,3,0,1,1,0,1,2,20,2,4,2020,1.0,1,1,1,1,2,4
6777,60609,36.0,0.0,4.0,0.0,1,2012.0,2,4,1,2.0,35,1,1,1,2,3,0,1,1,0,1,2,20,2,4,2020,1.0,1,1,1,1,2,4
6778,60565,30.0,0.0,0.0,0.0,1,2010.0,4,4,1,1.0,35,1,1,1,2,3,0,1,1,0,1,2,20,2,4,2020,1.0,0,1,1,1,2,4
6779,60565,30.0,0.0,0.0,0.0,1,2012.0,2,4,1,2.0,35,1,1,1,2,3,0,1,1,0,1,2,20,2,4,2020,1.0,0,1,1,1,2,4
6930,60629,25.0,0.0,0.0,0.0,1,2004.0,1,5,2,4.0,35,1,1,1,1,2,6,1,1,0,1,3,10,4,4,2020,0.0,1,1,1,1,3,4
6931,60629,25.0,0.0,0.0,0.0,3,2017.0,1,1,5,8.0,35,1,1,1,1,2,6,1,1,0,1,3,10,4,4,2020,0.0,1,1,1,1,3,4
7020,60617,28.0,0.0,0.0,0.0,3,2010.0,1,4,1,1.0,30,2,1,2,1,3,0,1,2,0,4,2,7,3,4,2020,1.0,1,1,1,1,3,4
7021,60617,28.0,0.0,0.0,0.0,1,2018.0,1,4,3,2.0,30,2,1,2,1,3,0,1,2,0,4,2,7,3,4,2020,1.0,1,1,1,1,3,4
7300,60608,36.0,0.0,2.0,0.0,1,1998.0,1,2,2,1.0,30,1,1,2,2,2,1,1,2,0,1,2,21,3,4,2020,1.0,0,1,1,1,3,4
7301,60608,36.0,0.0,2.0,0.0,1,2001.0,1,4,1,3.0,30,1,1,2,2,2,1,1,2,0,1,2,21,3,4,2020,1.0,0,1,1,1,3,4
7302,60632,20.0,0.0,0.0,0.0,1,1998.0,1,2,2,1.0,30,1,1,2,2,2,1,1,2,0,1,2,21,3,4,2020,1.0,1,1,1,1,3,4
7303,60632,20.0,0.0,0.0,0.0,1,2001.0,1,4,1,3.0,30,1,1,2,2,2,1,1,2,0,1,2,21,3,4,2020,1.0,1,1,1,1,3,4
7409,60647,22.0,0.0,2.0,0.0,1,2001.0,1,1,2,4.0,30,2,1,1,1,2,2,1,1,0,3,2,18,2,4,2020,3.0,0,0,1,0,3,4
7410,60647,22.0,0.0,2.0,0.0,1,2016.0,1,3,1,3.0,30,2,1,1,1,2,2,1,1,0,3,2,18,2,4,2020,3.0,0,0,1,0,3,4
7411,60527,34.0,0.0,0.0,0.0,1,2001.0,1,1,2,4.0,30,2,1,1,1,2,2,1,1,0,3,2,18,2,4,2020,3.0,1,0,1,0,3,4
7412,60527,34.0,0.0,0.0,0.0,1,2016.0,1,3,1,3.0,30,2,1,1,1,2,2,1,1,0,3,2,18,2,4,2020,3.0,1,0,1,0,3,4
8667,60615,41.0,0.0,3.0,2.0,1,2017.0,1,4,1,1.0,30,1,1,2,2,1,2,1,2,0,3,2,1,1,4,2020,2.0,0,1,0,1,3,4
8668,60615,41.0,0.0,3.0,2.0,1,2019.0,1,1,1,10.0,30,1,1,2,2,1,2,1,2,0,3,2,1,1,4,2020,2.0,0,1,0,1,3,4
8669,60402,26.0,0.0,0.0,0.0,1,2017.0,1,4,1,1.0,30,1,1,2,2,1,2,1,2,0,3,2,1,1,4,2020,2.0,1,1,0,1,3,4
8670,60402,26.0,0.0,0.0,0.0,1,2019.0,1,1,1,10.0,30,1,1,2,2,1,2,1,2,0,3,2,1,1,4,2020,2.0,1,1,0,1,3,4
8975,60651,36.0,0.0,2.0,0.0,1,2010.0,1,5,2,11.0,30,1,1,1,1,9,2,1,1,0,3,2,16,6,4,2020,1.0,1,1,1,1,1,4
8977,60091,49.0,0.0,0.0,0.0,1,2010.0,1,5,2,11.0,30,1,1,1,1,9,2,1,1,0,3,2,16,6,4,2020,1.0,1,1,1,1,1,2
9036,60660,31.0,0.0,0.0,0.0,1,2006.0,1,2,1,3.0,30,1,1,1,1,1,1,1,1,0,2,2,18,6,4,2020,0.0,1,1,1,1,3,3
