index,LIGHTING_CONDITION,ROADWAY_SURFACE_COND,WEATHER_CONDITION,TRAVEL_DIRECTION,INTERSECTION_RELATED,TRAFFIC_CONTROL_DEVICE,FIRST_CONTACT_POINT,MANEUVER,HIT_AND_RUN,VEHICLE_TYPE,UNIT_TYPE,FATAL_COND,DAMAGE_COST,BAC_RESULT,SEX,FATAL_DEGREE,ZIPCODE,AGE,VEHICLE_YEAR,POSTED_SPEED_LIMIT,NUM_UNITS,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,CRASH_YEAR
53,2,1,1,3,1,1,1,-1,1,-1,1,4,2,0,0,1,60647,23.0,2010.0,30,2,20,4,4,2020
54,2,1,1,2,1,1,3,2,1,1,1,4,2,0,0,1,60647,23.0,2004.0,30,2,20,4,4,2020
55,2,1,1,3,1,1,1,-1,1,-1,1,4,2,0,0,1,60647,36.0,2010.0,30,2,20,4,4,2020
56,2,1,1,2,1,1,3,2,1,1,1,4,2,0,0,1,60647,36.0,2004.0,30,2,20,4,4,2020
176,1,1,1,2,1,2,7,1,1,1,1,3,1,0,0,0,60617,47.0,2009.0,25,2,17,5,4,2020
347,1,1,1,1,1,1,1,1,0,1,1,3,2,0,1,0,60193,50.0,2020.0,35,3,13,6,4,2020
348,1,1,1,1,1,1,2,1,0,1,1,3,2,0,1,0,60193,50.0,2015.0,35,3,13,6,4,2020
349,1,1,1,1,1,1,2,1,0,1,1,3,2,0,1,0,60193,50.0,1999.0,35,3,13,6,4,2020
350,1,1,1,1,1,1,1,1,0,1,1,3,2,0,1,0,60153,50.0,2020.0,35,3,13,6,4,2020
351,1,1,1,1,1,1,2,1,0,1,1,3,2,0,1,0,60153,50.0,2015.0,35,3,13,6,4,2020
352,1,1,1,1,1,1,2,1,0,1,1,3,2,0,1,0,60153,50.0,1999.0,35,3,13,6,4,2020
424,3,-1,1,4,1,2,1,-1,1,-1,1,4,1,-1,0,2,60622,36.9,2011.0,30,2,2,7,4,2020
426,3,-1,1,4,1,2,1,-1,1,-1,1,0,1,0,1,2,60622,38.0,2011.0,30,2,2,7,4,2020
442,1,1,1,4,1,1,10,2,1,1,1,4,3,0,0,2,60622,36.9,2019.0,30,2,15,6,4,2020
443,1,1,1,6,1,1,-1,1,1,-1,1,4,3,0,0,2,60609,29.0,2011.0,30,2,15,6,4,2020
444,1,1,1,4,1,1,10,2,1,1,1,4,3,0,0,2,60609,29.0,2019.0,30,2,15,6,4,2020
479,1,1,1,1,1,1,-1,1,1,1,1,4,2,0,1,2,60649,22.0,2011.0,30,2,7,4,4,2020
481,1,1,1,1,1,1,-1,1,1,1,1,0,2,0,1,2,60617,53.0,2011.0,30,2,7,4,4,2020
752,1,1,1,3,1,1,5,1,1,1,1,4,3,0,0,0,60630,25.0,2019.0,30,2,8,1,4,2020
860,1,1,1,2,1,2,8,1,1,1,1,4,3,0,1,0,60620,19.0,2005.0,30,2,22,1,4,2020
1083,3,2,1,1,1,2,6,1,1,1,1,4,3,0,1,1,60482,29.0,2006.0,30,3,3,3,4,2020
1084,3,2,1,4,1,2,2,5,1,1,2,4,3,0,1,1,60482,29.0,2012.0,30,3,3,3,4,2020
1085,3,2,1,4,1,2,4,1,1,1,1,4,3,0,1,1,60482,29.0,2001.0,30,3,3,3,4,2020
1089,3,2,1,1,1,2,6,1,1,1,1,4,3,0,1,1,60618,36.0,2006.0,30,3,3,3,4,2020
1090,3,2,1,4,1,2,2,5,1,1,2,4,3,0,1,1,60618,36.0,2012.0,30,3,3,3,4,2020
1091,3,2,1,4,1,2,4,1,1,1,1,4,3,0,1,1,60618,36.0,2001.0,30,3,3,3,4,2020
1105,1,2,1,4,1,1,4,4,1,2,1,4,1,0,0,2,60618,36.9,2011.0,35,2,8,3,4,2020
1107,1,2,1,4,1,1,4,4,1,2,1,0,1,0,0,2,60068,21.0,2011.0,35,2,8,3,4,2020
1128,1,1,1,3,1,1,11,1,1,1,1,3,2,0,0,0,60617,49.0,2019.0,30,2,17,2,4,2020
1348,1,1,1,3,1,1,1,1,1,1,1,4,3,0,1,1,60638,36.0,2016.0,30,3,12,2,4,2020
1349,1,1,1,3,1,1,2,3,1,1,1,4,3,0,1,1,60638,36.0,1994.0,30,3,12,2,4,2020
1350,1,1,1,3,1,1,2,3,1,1,1,4,3,0,1,1,60638,36.0,2002.0,30,3,12,2,4,2020
1351,1,1,1,3,1,1,1,1,1,1,1,4,3,0,1,1,60638,33.0,2016.0,30,3,12,2,4,2020
1352,1,1,1,3,1,1,2,3,1,1,1,4,3,0,1,1,60638,33.0,1994.0,30,3,12,2,4,2020
1353,1,1,1,3,1,1,2,3,1,1,1,4,3,0,1,1,60638,33.0,2002.0,30,3,12,2,4,2020
1354,1,1,1,3,1,1,1,1,1,1,1,4,3,0,1,1,60638,60.0,2016.0,30,3,12,2,4,2020
1355,1,1,1,3,1,1,2,3,1,1,1,4,3,0,1,1,60638,60.0,1994.0,30,3,12,2,4,2020
1356,1,1,1,3,1,1,2,3,1,1,1,4,3,0,1,1,60638,60.0,2002.0,30,3,12,2,4,2020
1396,5,1,1,3,1,1,2,10,0,2,1,3,2,0,0,0,60637,46.0,2014.0,30,2,20,3,4,2020
1397,5,1,1,2,1,1,5,5,0,2,2,3,2,0,0,0,60637,46.0,2014.0,30,2,20,3,4,2020
1469,1,1,1,4,1,1,6,6,0,2,1,4,3,0,1,2,60618,31.0,2018.0,30,2,7,5,4,2020
1470,1,1,1,8,1,1,5,2,0,8,1,4,3,0,1,2,60618,31.0,2015.0,30,2,7,5,4,2020
1471,1,1,1,4,1,1,6,6,0,2,1,4,3,0,1,2,31907,56.0,2018.0,30,2,7,5,4,2020
1472,1,1,1,8,1,1,5,2,0,8,1,4,3,0,1,2,31907,56.0,2015.0,30,2,7,5,4,2020
1521,1,1,1,3,1,1,3,1,0,1,1,4,1,0,1,2,60618,26.0,2011.0,30,2,14,5,4,2020
1523,1,1,1,3,1,1,3,1,0,1,1,0,1,2,0,2,60618,53.0,2011.0,30,2,14,5,4,2020
1536,1,1,1,1,1,1,1,1,1,1,1,4,3,0,1,3,60618,38.0,2012.0,30,4,17,5,4,2020
1537,1,1,1,4,1,1,4,1,1,2,1,4,3,0,1,3,60618,38.0,2016.0,30,4,17,5,4,2020
1538,1,1,1,4,1,1,3,1,1,1,1,4,3,0,1,3,60618,38.0,2018.0,30,4,17,5,4,2020
1539,1,1,1,3,1,1,5,3,1,5,1,4,3,0,1,3,60618,38.0,2006.0,30,4,17,5,4,2020
1540,1,1,1,1,1,1,1,1,1,1,1,4,3,0,0,3,60628,52.0,2012.0,30,4,17,5,4,2020
1541,1,1,1,4,1,1,4,1,1,2,1,4,3,0,0,3,60628,52.0,2016.0,30,4,17,5,4,2020
1542,1,1,1,4,1,1,3,1,1,1,1,4,3,0,0,3,60628,52.0,2018.0,30,4,17,5,4,2020
1543,1,1,1,3,1,1,5,3,1,5,1,4,3,0,0,3,60628,52.0,2006.0,30,4,17,5,4,2020
1544,1,1,1,1,1,1,1,1,1,1,1,4,3,0,0,3,60643,31.0,2012.0,30,4,17,5,4,2020
1545,1,1,1,4,1,1,4,1,1,2,1,4,3,0,0,3,60643,31.0,2016.0,30,4,17,5,4,2020
1546,1,1,1,4,1,1,3,1,1,1,1,4,3,0,0,3,60643,31.0,2018.0,30,4,17,5,4,2020
1547,1,1,1,3,1,1,5,3,1,5,1,4,3,0,0,3,60643,31.0,2006.0,30,4,17,5,4,2020
1548,1,1,1,1,1,1,1,1,1,1,1,4,3,-1,0,3,60429,44.0,2012.0,30,4,17,5,4,2020
1549,1,1,1,4,1,1,4,1,1,2,1,4,3,-1,0,3,60429,44.0,2016.0,30,4,17,5,4,2020
1550,1,1,1,4,1,1,3,1,1,1,1,4,3,-1,0,3,60429,44.0,2018.0,30,4,17,5,4,2020
1551,1,1,1,3,1,1,5,3,1,5,1,4,3,-1,0,3,60429,44.0,2006.0,30,4,17,5,4,2020
1857,2,1,1,1,1,1,3,1,1,1,1,4,3,0,0,2,60609,36.9,2011.0,30,2,0,7,4,2020
1858,2,1,1,2,1,1,1,1,1,1,1,4,3,0,0,2,60609,36.9,2018.0,30,2,0,7,4,2020
1859,2,1,1,1,1,1,3,1,1,1,1,4,3,0,1,2,60639,42.0,2011.0,30,2,0,7,4,2020
1860,2,1,1,2,1,1,1,1,1,1,1,4,3,0,1,2,60639,42.0,2018.0,30,2,0,7,4,2020
2835,2,1,1,4,1,1,5,2,1,1,1,0,1,0,0,2,60609,53.0,2011.0,30,2,21,3,4,2020
3301,2,1,1,3,1,1,3,1,1,1,1,4,3,0,0,2,60640,36.9,2004.0,30,2,1,5,4,2020
3302,2,1,1,4,1,1,1,8,1,-1,1,4,3,0,0,2,60640,36.9,2004.0,30,2,1,5,4,2020
3303,2,1,1,3,1,1,3,1,1,1,1,4,3,0,0,2,60640,36.9,2004.0,30,2,1,5,4,2020
3304,2,1,1,4,1,1,1,8,1,-1,1,4,3,0,1,2,60465,28.0,2011.0,30,2,1,5,4,2020
3305,2,1,1,3,1,1,3,1,1,1,1,4,3,0,1,2,60465,28.0,2004.0,30,2,1,5,4,2020
3306,2,1,1,4,1,1,1,8,1,-1,1,4,3,0,1,2,60465,28.0,2004.0,30,2,1,5,4,2020
3307,2,1,1,3,1,1,3,1,1,1,1,4,3,0,1,2,60465,28.0,2004.0,30,2,1,5,4,2020
3309,2,1,1,3,1,1,3,1,1,1,1,4,3,0,0,2,60640,36.9,2004.0,30,2,1,5,4,2020
3310,2,1,1,4,1,1,1,8,1,-1,1,4,3,0,0,2,60640,36.9,2004.0,30,2,1,5,4,2020
3311,2,1,1,3,1,1,3,1,1,1,1,4,3,0,0,2,60640,36.9,2004.0,30,2,1,5,4,2020
3312,2,1,1,4,1,1,1,8,1,-1,1,4,3,0,1,2,60465,28.0,2011.0,30,2,1,5,4,2020
3313,2,1,1,3,1,1,3,1,1,1,1,4,3,0,1,2,60465,28.0,2004.0,30,2,1,5,4,2020
3314,2,1,1,4,1,1,1,8,1,-1,1,4,3,0,1,2,60465,28.0,2004.0,30,2,1,5,4,2020
3315,2,1,1,3,1,1,3,1,1,1,1,4,3,0,1,2,60465,28.0,2004.0,30,2,1,5,4,2020
3473,2,1,1,-1,1,2,-1,-1,1,2,1,4,1,0,1,3,60617,27.0,2010.0,30,2,3,4,4,2020
3475,2,1,1,-1,1,2,-1,-1,1,2,1,0,1,0,0,3,60617,24.0,2010.0,30,2,3,4,4,2020
3764,1,1,1,3,1,2,-1,-1,1,1,1,4,3,0,0,1,0,36.0,2010.0,30,2,17,4,4,2020
3765,1,1,1,2,1,2,1,1,1,1,1,4,3,0,0,1,0,36.0,2016.0,30,2,17,4,4,2020
3766,1,1,1,3,1,2,-1,-1,1,1,1,4,3,0,1,1,90038,51.0,2010.0,30,2,17,4,4,2020
3767,1,1,1,2,1,2,1,1,1,1,1,4,3,0,1,1,90038,51.0,2016.0,30,2,17,4,4,2020
3881,1,1,1,2,1,1,1,1,1,-1,1,4,2,0,0,2,0,36.9,2018.0,30,2,10,7,4,2020
3882,1,1,1,2,1,1,2,1,1,1,1,4,2,0,0,2,0,36.9,2016.0,30,2,10,7,4,2020
3883,1,1,1,2,1,1,1,1,1,-1,1,4,2,0,0,2,60586,60.0,2018.0,30,2,10,7,4,2020
3884,1,1,1,2,1,1,2,1,1,1,1,4,2,0,0,2,60586,60.0,2016.0,30,2,10,7,4,2020
4232,1,1,1,2,1,1,3,2,1,2,1,4,1,0,0,2,0,36.9,2014.0,30,2,8,5,4,2020
4234,1,1,1,2,1,1,3,2,1,2,1,0,1,0,0,2,60660,70.0,2014.0,30,2,8,5,4,2020
4435,1,1,1,2,0,0,5,1,1,2,1,3,3,0,1,0,60629,33.0,2013.0,30,2,11,5,4,2020
4640,1,1,1,4,1,0,-1,7,1,8,1,4,3,0,1,2,0,36.9,2011.0,30,2,9,6,4,2020
4641,1,1,1,4,1,0,3,1,1,1,1,4,3,0,1,2,0,36.9,2019.0,30,2,9,6,4,2020
4642,1,1,1,4,1,0,-1,7,1,8,1,4,3,0,0,2,60501,60.0,2011.0,30,2,9,6,4,2020
4643,1,1,1,4,1,0,3,1,1,1,1,4,3,0,0,2,60501,60.0,2019.0,30,2,9,6,4,2020
4977,1,1,1,2,1,1,1,1,0,2,1,4,2,0,0,3,60171,23.0,2017.0,30,2,18,6,4,2020
4979,1,1,1,2,1,1,1,1,0,2,1,2,2,0,1,3,60619,18.0,2017.0,30,2,18,6,4,2020
4988,2,1,1,2,1,1,2,3,1,2,1,3,3,0,1,0,60651,51.0,2006.0,30,2,20,6,4,2020
5197,1,1,1,1,1,3,1,1,0,1,1,4,3,0,1,0,60634,15.0,2004.0,25,3,9,1,4,2020
5198,1,1,1,1,1,3,6,1,0,1,1,4,3,0,1,0,60634,15.0,2005.0,25,3,9,1,4,2020
5199,1,1,1,2,1,3,7,5,0,1,2,4,3,0,1,0,60634,15.0,2015.0,25,3,9,1,4,2020
5200,1,1,1,1,1,3,1,1,0,1,1,4,3,0,1,0,60634,36.0,2004.0,25,3,9,1,4,2020
5201,1,1,1,1,1,3,6,1,0,1,1,4,3,0,1,0,60634,36.0,2005.0,25,3,9,1,4,2020
5202,1,1,1,2,1,3,7,5,0,1,2,4,3,0,1,0,60634,36.0,2015.0,25,3,9,1,4,2020
5232,1,1,1,2,1,1,1,3,1,1,1,3,3,0,1,0,60637,30.0,2020.0,35,2,14,7,4,2020
5238,2,1,1,1,1,1,1,2,1,1,1,3,2,0,0,0,60649,28.0,1999.0,30,2,20,1,4,2020
5509,1,1,1,-1,0,0,-1,-1,1,-1,1,2,1,0,0,2,60660,40.0,2011.0,30,2,19,7,4,2020
5685,1,2,4,1,1,1,3,1,1,1,1,3,3,0,0,0,60632,25.0,2016.0,30,2,10,6,4,2020
5883,1,1,1,4,1,0,4,1,1,1,1,4,3,0,1,3,60639,37.0,2017.0,30,2,14,7,4,2020
5884,1,1,1,3,1,0,-1,1,1,1,1,4,3,0,1,3,60639,37.0,2010.0,30,2,14,7,4,2020
5885,1,1,1,4,1,0,4,1,1,1,1,4,3,0,0,3,60639,38.0,2017.0,30,2,14,7,4,2020
5886,1,1,1,3,1,0,-1,1,1,1,1,4,3,0,0,3,60639,38.0,2010.0,30,2,14,7,4,2020
5897,1,1,1,4,1,2,10,1,1,1,1,4,3,0,1,1,60639,36.0,2004.0,35,2,14,1,4,2020
5898,1,1,1,1,1,2,1,1,1,1,1,4,3,0,1,1,60639,36.0,2014.0,35,2,14,1,4,2020
5899,1,1,1,4,1,2,10,1,1,1,1,4,3,0,0,1,60637,19.0,2004.0,35,2,14,1,4,2020
5900,1,1,1,1,1,2,1,1,1,1,1,4,3,0,0,1,60637,19.0,2014.0,35,2,14,1,4,2020
6168,1,1,1,3,1,2,1,1,1,3,1,4,1,0,1,1,60620,36.0,2001.0,35,2,17,1,4,2020
6169,1,1,1,1,1,2,1,1,1,1,1,4,1,0,0,1,60644,25.0,2010.0,35,2,17,1,4,2020
6170,1,1,1,3,1,2,1,1,1,3,1,4,1,0,0,1,60644,25.0,2001.0,35,2,17,1,4,2020
6311,1,1,1,3,1,1,1,1,1,1,1,4,3,0,1,3,60659,28.0,2011.0,30,2,9,2,4,2020
6312,1,1,1,1,1,1,8,2,1,1,1,4,3,0,1,3,60659,28.0,2016.0,30,2,9,2,4,2020
6313,1,1,1,3,1,1,1,1,1,1,1,4,3,0,0,3,60624,66.0,2011.0,30,2,9,2,4,2020
6314,1,1,1,1,1,1,8,2,1,1,1,4,3,0,0,3,60624,66.0,2016.0,30,2,9,2,4,2020
6372,1,1,1,3,1,1,3,2,1,1,1,4,1,0,0,2,60624,36.9,2011.0,30,2,11,3,4,2020
6374,1,1,1,3,1,1,3,2,1,1,1,0,1,0,0,2,60624,31.0,2011.0,30,2,11,3,4,2020
6557,3,1,1,3,1,2,6,1,1,3,1,3,3,0,1,0,60632,42.0,2010.0,30,2,3,2,4,2020
6727,4,1,1,4,1,1,-1,1,1,2,1,0,1,0,1,3,60623,41.0,2010.0,30,2,18,2,4,2020
6769,2,1,1,3,1,2,4,1,1,1,1,3,2,0,1,0,60609,53.0,1998.0,30,2,20,2,4,2020
6776,2,1,1,4,1,1,1,1,1,4,1,4,2,0,1,1,60609,36.0,2010.0,35,2,20,2,4,2020
6777,2,1,1,4,1,1,2,1,1,2,1,4,2,0,1,1,60609,36.0,2012.0,35,2,20,2,4,2020
6778,2,1,1,4,1,1,1,1,1,4,1,4,2,0,0,1,60565,30.0,2010.0,35,2,20,2,4,2020
6779,2,1,1,4,1,1,2,1,1,2,1,4,2,0,0,1,60565,30.0,2012.0,35,2,20,2,4,2020
6930,1,1,1,5,1,1,4,2,1,1,1,4,3,0,1,0,60629,25.0,2004.0,35,3,10,4,4,2020
6931,1,1,1,1,1,1,8,5,1,1,3,4,3,0,1,0,60629,25.0,2017.0,35,3,10,4,4,2020
7020,1,2,2,4,1,2,1,1,1,1,3,4,3,0,1,1,60617,28.0,2010.0,30,2,7,3,4,2020
7021,1,2,2,4,1,2,2,3,1,1,1,4,3,0,1,1,60617,28.0,2018.0,30,2,7,3,4,2020
7300,2,2,2,2,1,1,1,2,1,1,1,4,3,0,0,1,60608,36.0,1998.0,30,2,21,3,4,2020
7301,2,2,2,4,1,1,3,1,1,1,1,4,3,0,0,1,60608,36.0,2001.0,30,2,21,3,4,2020
7302,2,2,2,2,1,1,1,2,1,1,1,4,3,0,1,1,60632,20.0,1998.0,30,2,21,3,4,2020
7303,2,2,2,4,1,1,3,1,1,1,1,4,3,0,1,1,60632,20.0,2001.0,30,2,21,3,4,2020
7409,1,1,1,1,0,2,4,2,1,1,1,4,3,0,0,3,60647,22.0,2001.0,30,2,18,2,4,2020
7410,1,1,1,3,0,2,3,1,1,1,1,4,3,0,0,3,60647,22.0,2016.0,30,2,18,2,4,2020
7411,1,1,1,1,0,2,4,2,1,1,1,4,3,0,1,3,60527,34.0,2001.0,30,2,18,2,4,2020
7412,1,1,1,3,0,2,3,1,1,1,1,4,3,0,1,3,60527,34.0,2016.0,30,2,18,2,4,2020
8667,2,2,2,4,1,1,1,1,0,1,1,4,3,2,0,2,60615,41.0,2017.0,30,2,1,1,4,2020
8668,2,2,2,1,1,1,10,1,0,1,1,4,3,2,0,2,60615,41.0,2019.0,30,2,1,1,4,2020
8669,2,2,2,4,1,1,1,1,0,1,1,4,3,0,1,2,60402,26.0,2017.0,30,2,1,1,4,2020
8670,2,2,2,1,1,1,10,1,0,1,1,4,3,0,1,2,60402,26.0,2019.0,30,2,1,1,4,2020
8975,1,1,1,5,1,1,11,2,1,1,1,4,1,0,1,1,60651,36.0,2010.0,30,2,16,6,4,2020
8977,1,1,1,5,1,1,11,2,1,1,1,2,1,0,1,1,60091,49.0,2010.0,30,2,16,6,4,2020
9036,1,1,1,2,1,1,3,1,1,1,1,3,3,0,1,0,60660,31.0,2006.0,30,2,18,6,4,2020
9173,2,1,1,2,1,1,3,3,1,1,1,4,3,1,1,0,60649,29.0,2014.0,30,2,22,6,4,2020
9608,1,1,1,3,1,1,6,2,1,1,1,4,3,0,1,1,60643,35.0,2000.0,30,3,16,7,4,2020
9609,1,1,1,1,1,1,12,1,1,1,1,4,3,0,1,1,60643,35.0,2014.0,30,3,16,7,4,2020
9610,1,1,1,4,1,1,6,1,1,5,1,4,3,0,1,1,60643,35.0,2007.0,30,3,16,7,4,2020
9611,1,1,1,3,1,1,6,2,1,1,1,4,3,0,1,1,60805,29.0,2000.0,30,3,16,7,4,2020
9612,1,1,1,1,1,1,12,1,1,1,1,4,3,0,1,1,60805,29.0,2014.0,30,3,16,7,4,2020
9613,1,1,1,4,1,1,6,1,1,5,1,4,3,0,1,1,60805,29.0,2007.0,30,3,16,7,4,2020
9614,1,1,1,3,1,1,6,2,1,1,1,4,3,0,1,1,60644,26.0,2000.0,30,3,16,7,4,2020
9615,1,1,1,1,1,1,12,1,1,1,1,4,3,0,1,1,60644,26.0,2014.0,30,3,16,7,4,2020
9616,1,1,1,4,1,1,6,1,1,5,1,4,3,0,1,1,60644,26.0,2007.0,30,3,16,7,4,2020
9648,1,2,2,4,1,1,2,3,1,2,1,3,2,0,1,0,60625,24.0,2016.0,30,2,17,7,4,2020
9740,2,2,2,4,1,1,5,1,1,1,1,4,3,0,1,1,60652,38.0,2017.0,35,2,23,7,4,2020
9741,2,2,2,1,1,1,1,1,1,1,1,4,3,0,1,1,60652,38.0,2007.0,35,2,23,7,4,2020
9742,2,2,2,4,1,1,5,1,1,1,1,4,3,0,1,1,60652,36.0,2017.0,35,2,23,7,4,2020
9743,2,2,2,1,1,1,1,1,1,1,1,4,3,0,1,1,60652,36.0,2007.0,35,2,23,7,4,2020
9883,1,1,1,3,1,1,5,1,1,4,1,4,3,0,1,2,60154,36.9,2003.0,30,3,8,1,4,2020
9884,1,1,1,3,1,1,7,1,1,1,1,4,3,0,1,2,60154,36.9,2009.0,30,3,8,1,4,2020
9885,1,1,1,4,1,1,1,1,1,1,1,4,3,0,1,2,60154,36.9,2003.0,30,3,8,1,4,2020
9886,1,1,1,3,1,1,5,1,1,4,1,4,3,0,0,2,60644,37.0,2003.0,30,3,8,1,4,2020
9887,1,1,1,3,1,1,7,1,1,1,1,4,3,0,0,2,60644,37.0,2009.0,30,3,8,1,4,2020
9888,1,1,1,4,1,1,1,1,1,1,1,4,3,0,0,2,60644,37.0,2003.0,30,3,8,1,4,2020
9889,1,1,1,3,1,1,5,1,1,4,1,4,3,0,1,2,60623,20.0,2003.0,30,3,8,1,4,2020
9890,1,1,1,3,1,1,7,1,1,1,1,4,3,0,1,2,60623,20.0,2009.0,30,3,8,1,4,2020
9891,1,1,1,4,1,1,1,1,1,1,1,4,3,0,1,2,60623,20.0,2003.0,30,3,8,1,4,2020
10036,2,1,1,3,1,2,-1,1,1,-1,1,4,3,0,0,1,60154,36.0,2010.0,30,2,1,3,4,2020
10037,2,1,1,2,1,2,7,2,1,1,1,4,3,0,0,1,60154,36.0,2016.0,30,2,1,3,4,2020
10038,2,1,1,3,1,2,-1,1,1,-1,1,4,3,0,0,1,60624,29.0,2010.0,30,2,1,3,4,2020
10039,2,1,1,2,1,2,7,2,1,1,1,4,3,0,0,1,60624,29.0,2016.0,30,2,1,3,4,2020
10208,1,1,1,4,1,1,-1,-1,1,-1,1,0,3,0,0,2,60637,36.9,2011.0,35,2,17,1,4,2020
10210,1,1,1,4,1,1,-1,-1,1,-1,1,4,3,0,0,2,60154,36.9,2011.0,35,2,17,1,4,2020
10757,1,1,1,3,1,1,-1,2,1,1,1,3,1,0,0,0,60619,29.0,2014.0,30,2,14,2,4,2020
10758,1,1,1,3,1,1,4,2,1,1,1,3,1,0,0,0,60619,29.0,2014.0,30,2,14,2,4,2020
11101,1,2,2,1,1,1,4,4,1,5,1,3,3,0,1,0,60526,42.0,2021.0,30,2,7,4,4,2020
11161,1,1,1,3,1,1,2,10,1,1,1,4,1,0,1,1,60640,42.0,2020.0,30,2,10,2,4,2020
11162,1,1,1,3,1,1,2,10,1,1,1,4,1,0,1,1,60640,42.0,2020.0,30,2,10,2,4,2020
11165,1,1,1,3,1,1,2,10,1,1,1,4,1,0,1,1,0,36.0,2020.0,30,2,10,2,4,2020
11166,1,1,1,3,1,1,2,10,1,1,1,4,1,0,1,1,0,36.0,2020.0,30,2,10,2,4,2020
11169,1,1,1,3,1,1,2,10,1,1,1,0,1,2,0,1,60625,41.0,2020.0,30,2,10,2,4,2020
11170,1,1,1,3,1,1,2,10,1,1,1,0,1,2,0,1,60625,41.0,2020.0,30,2,10,2,4,2020
11173,1,1,1,3,1,1,2,10,1,1,1,0,1,2,0,1,60625,41.0,2020.0,30,2,10,2,4,2020
11174,1,1,1,3,1,1,2,10,1,1,1,0,1,2,0,1,60625,41.0,2020.0,30,2,10,2,4,2020
11519,1,1,1,3,1,1,7,1,1,1,1,4,3,0,1,0,60636,58.0,2015.0,30,2,17,3,4,2020
11681,1,1,1,3,1,2,1,1,1,1,1,4,3,0,1,2,0,36.9,2011.0,30,2,13,5,4,2020
11683,1,1,1,3,1,2,1,1,1,1,1,0,3,0,1,2,60623,64.0,2011.0,30,2,13,5,4,2020
12072,1,1,1,3,1,1,2,3,1,1,1,3,2,0,0,0,60462,57.0,2012.0,35,2,15,4,4,2020
12871,1,1,1,3,1,1,3,1,1,3,1,4,3,0,1,3,60636,57.0,2017.0,30,2,16,5,4,2020
12872,1,1,1,2,1,1,5,1,1,2,1,4,3,0,1,3,60636,57.0,2020.0,30,2,16,5,4,2020
12873,1,1,1,3,1,1,3,1,1,3,1,4,3,0,1,3,60608,56.0,2017.0,30,2,16,5,4,2020
12874,1,1,1,2,1,1,5,1,1,2,1,4,3,0,1,3,60608,56.0,2020.0,30,2,16,5,4,2020
12985,2,1,1,2,1,1,12,1,1,1,1,4,3,0,0,0,60632,49.0,2019.0,30,2,22,5,4,2020
13147,1,1,1,-1,1,1,1,1,0,1,1,3,3,0,1,0,54151,44.0,2005.0,30,2,15,7,5,2020
13148,1,1,1,4,1,1,10,1,0,1,1,3,3,0,1,0,54151,44.0,2013.0,30,2,15,7,5,2020
13220,2,1,1,1,1,1,1,1,1,1,1,4,3,0,0,3,0,38.0,2008.0,30,1,0,1,5,2020
13261,1,2,4,3,1,1,7,3,1,1,1,3,2,0,0,0,46312,39.0,2005.0,30,2,8,6,4,2020
13452,1,3,4,1,1,2,6,1,1,3,1,3,3,0,1,0,60426,78.0,2008.0,35,2,11,6,4,2020
13509,1,1,1,1,0,1,2,1,1,2,1,3,2,0,0,0,60646,20.0,2005.0,30,2,18,6,4,2020
13612,2,1,1,2,0,1,1,-1,1,1,1,0,3,0,1,3,60646,12.0,2010.0,30,3,23,6,4,2020
13615,2,1,1,2,0,1,1,-1,1,1,1,0,3,0,0,3,60646,37.0,2010.0,30,3,23,6,4,2020
13704,2,1,1,1,1,1,1,1,1,1,1,4,3,0,1,2,60803,39.0,2015.0,30,2,20,6,4,2020
13705,2,1,1,1,1,1,1,1,1,1,1,4,3,0,1,2,60803,39.0,2015.0,30,2,20,6,4,2020
13706,2,1,1,2,1,1,6,1,1,1,1,4,3,0,1,2,60803,39.0,2016.0,30,2,20,6,4,2020
13707,2,1,1,2,1,1,6,1,1,1,1,4,3,0,1,2,60803,39.0,2016.0,30,2,20,6,4,2020
13708,2,1,1,1,1,1,1,1,1,1,1,4,3,0,0,2,60646,36.9,2015.0,30,2,20,6,4,2020
13709,2,1,1,1,1,1,1,1,1,1,1,4,3,0,0,2,60646,36.9,2015.0,30,2,20,6,4,2020
13710,2,1,1,2,1,1,6,1,1,1,1,4,3,0,0,2,60646,36.9,2016.0,30,2,20,6,4,2020
13711,2,1,1,2,1,1,6,1,1,1,1,4,3,0,0,2,60646,36.9,2016.0,30,2,20,6,4,2020
13712,2,1,1,1,1,1,1,1,1,1,1,4,3,0,0,2,60653,25.0,2015.0,30,2,20,6,4,2020
13713,2,1,1,1,1,1,1,1,1,1,1,4,3,0,0,2,60653,25.0,2015.0,30,2,20,6,4,2020
13714,2,1,1,2,1,1,6,1,1,1,1,4,3,0,0,2,60653,25.0,2016.0,30,2,20,6,4,2020
13715,2,1,1,2,1,1,6,1,1,1,1,4,3,0,0,2,60653,25.0,2016.0,30,2,20,6,4,2020
13716,2,1,1,1,1,1,1,1,1,1,1,4,3,0,0,2,60653,25.0,2015.0,30,2,20,6,4,2020
13717,2,1,1,1,1,1,1,1,1,1,1,4,3,0,0,2,60653,25.0,2015.0,30,2,20,6,4,2020
13718,2,1,1,2,1,1,6,1,1,1,1,4,3,0,0,2,60653,25.0,2016.0,30,2,20,6,4,2020
13719,2,1,1,2,1,1,6,1,1,1,1,4,3,0,0,2,60653,25.0,2016.0,30,2,20,6,4,2020
